Index,id,member_id,loan_amnt,grade,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,addr_state,int_rate
3839,423936,499342,13600,B,B5,RENT,70000,Not Verified,01-07-2009,Fully Paid,MI,12.21%
3840,423965,499382,2100,B,B5,RENT,24000,Not Verified,01-07-2009,Fully Paid,WA,12.21%
3841,423971,499403,9000,A,A4,MORTGAGE,84996,Verified,01-07-2009,Fully Paid,MI,9.32%
3842,423983,499416,10400,A,A4,MORTGAGE,97700,Verified,01-07-2009,Fully Paid,PA,9.32%
3843,424008,499446,4400,A,A3,MORTGAGE,33000,Not Verified,01-07-2009,Fully Paid,CA,8.00%
3844,424016,499463,9600,B,B4,RENT,35400,Not Verified,01-07-2009,Fully Paid,VA,11.89%
3845,424104,499606,20000,B,B4,MORTGAGE,157200,Verified,01-09-2009,Fully Paid,CA,12.18%
3846,424124,499638,15000,B,B2,MORTGAGE,62004,Not Verified,01-07-2009,Charged Off,MI,11.26%
3847,424125,499640,3000,C,C4,MORTGAGE,50000,Not Verified,01-07-2009,Fully Paid,CA,13.47%
3848,424206,499790,1500,C,C2,RENT,55400,Not Verified,01-07-2009,Fully Paid,NY,12.84%
3849,424281,499901,14700,A,A5,OTHER,82000,Verified,01-07-2009,Fully Paid,OH,9.63%
3850,424291,498833,25000,B,B3,OTHER,96640,Verified,01-07-2009,Fully Paid,AZ,11.58%
3851,424298,499935,18000,B,B3,RENT,102000,Source Verified,01-07-2009,Charged Off,MA,11.58%
3852,424311,499965,10000,B,B5,MORTGAGE,45000,Source Verified,01-07-2009,Fully Paid,VA,12.21%
3853,424326,499998,5000,A,A4,MORTGAGE,50004,Not Verified,01-07-2009,Fully Paid,HI,9.32%
3854,424330,499999,6000,C,C2,RENT,45000,Not Verified,01-11-2010,Fully Paid,NJ,12.61%
3855,424334,500008,14000,D,D1,RENT,60000,Verified,01-07-2009,Fully Paid,KS,14.11%
3856,424360,198314,25000,B,B5,RENT,85000,Verified,01-07-2009,Fully Paid,PA,12.21%
3857,424370,500060,4000,A,A2,MORTGAGE,51267,Not Verified,01-07-2009,Fully Paid,MO,7.68%
3858,424384,500089,3500,A,A4,RENT,60000,Not Verified,01-07-2009,Fully Paid,PA,9.32%
3859,424471,500230,20000,C,C5,MORTGAGE,250000,Verified,01-07-2009,Fully Paid,CT,13.79%
3860,424513,500303,7000,B,B1,RENT,27720,Verified,01-07-2009,Fully Paid,NY,10.95%
3861,424568,500434,3000,C,C3,OWN,49140,Not Verified,01-07-2009,Fully Paid,WA,13.16%
3862,424617,500509,5000,B,B1,MORTGAGE,109500,Not Verified,01-07-2009,Fully Paid,MD,10.95%
3863,424625,500521,13000,B,B3,OWN,41600,Not Verified,01-07-2009,Fully Paid,DE,11.58%
3864,424644,500549,14000,C,C5,RENT,54000,Verified,01-07-2009,Charged Off,NY,13.79%
3865,424676,500595,7750,C,C1,MORTGAGE,121353,Not Verified,01-07-2009,Fully Paid,WA,12.53%
3866,424737,496429,10000,B,B5,RENT,40000,Verified,01-07-2009,Fully Paid,MA,12.21%
3867,424783,500746,7500,D,D5,RENT,75000,Verified,01-07-2009,Fully Paid,FL,15.37%
3868,424804,500780,12000,B,B3,MORTGAGE,57000,Verified,01-07-2009,Charged Off,AZ,11.58%
3869,424873,500880,20000,B,B5,RENT,100000,Verified,01-07-2009,Fully Paid,NY,12.21%
3870,424881,500911,15000,B,B5,MORTGAGE,100000,Verified,01-07-2009,Fully Paid,CA,12.21%
3871,424882,500904,15000,C,C3,MORTGAGE,52660,Verified,01-07-2009,Fully Paid,FL,13.16%
3872,424898,500933,6400,A,A5,RENT,43000,Not Verified,01-07-2009,Fully Paid,SC,9.63%
3873,424922,500966,3600,A,A3,MORTGAGE,35004,Not Verified,01-07-2009,Fully Paid,NJ,8.00%
3874,424945,501003,9500,A,A5,MORTGAGE,85500,Verified,01-08-2009,Fully Paid,AR,8.94%
3875,425000,500398,6000,A,A4,RENT,30784,Source Verified,01-07-2009,Fully Paid,FL,9.32%
3876,425051,501152,12000,D,D4,OTHER,65000,Verified,01-09-2009,Charged Off,CO,15.65%
3877,425079,501206,7800,B,B5,RENT,59000,Verified,01-07-2009,Fully Paid,WI,12.21%
3878,425187,501401,5000,C,C1,OWN,30000,Verified,01-07-2009,Charged Off,AZ,12.53%
3879,425200,501417,2500,D,D3,RENT,18000,Not Verified,01-07-2009,Charged Off,FL,14.74%
3880,425235,501470,5000,A,A4,RENT,63000,Source Verified,01-07-2009,Fully Paid,TX,9.32%
3881,425243,501460,3000,B,B3,RENT,104000,Not Verified,01-07-2009,Fully Paid,CA,11.58%
3882,425279,501519,4000,A,A4,RENT,41000,Not Verified,01-07-2009,Charged Off,CA,9.32%
3883,425290,501536,4000,B,B5,MORTGAGE,40000,Not Verified,01-07-2009,Fully Paid,AZ,12.21%
3884,425348,501640,4400,C,C3,MORTGAGE,51480,Not Verified,01-07-2009,Charged Off,WA,13.16%
3885,425402,501661,5000,A,A3,RENT,13000,Not Verified,01-07-2009,Fully Paid,WI,8.00%
3886,425464,501806,4750,A,A5,MORTGAGE,30000,Not Verified,01-07-2009,Charged Off,AZ,9.63%
3887,425494,501844,5000,E,E5,RENT,50000,Not Verified,01-07-2009,Charged Off,WV,16.95%
3888,425514,501883,10200,C,C3,RENT,42000,Source Verified,01-07-2009,Fully Paid,KS,13.16%
3889,425533,501905,9000,B,B5,RENT,84800,Verified,01-08-2009,Fully Paid,AZ,12.53%
3890,425539,501913,5000,A,A3,MORTGAGE,94368,Verified,01-07-2009,Fully Paid,CA,8.00%
3891,425556,501952,15000,B,B2,MORTGAGE,80000,Verified,01-08-2009,Fully Paid,NY,11.48%
3892,425612,502011,8500,B,B5,MORTGAGE,36156,Not Verified,01-08-2009,Fully Paid,NV,12.21%
3893,425618,502027,10000,A,A4,OWN,56004,Source Verified,01-07-2009,Fully Paid,CA,9.32%
3894,425621,502034,10400,A,A4,RENT,40800,Not Verified,01-07-2009,Fully Paid,CO,9.32%
3895,425642,502063,9000,A,A5,MORTGAGE,92000,Not Verified,01-07-2009,Fully Paid,FL,9.63%
3896,425763,501270,16000,E,E3,RENT,57000,Verified,01-07-2009,Fully Paid,CA,16.32%
3897,425768,502280,15000,B,B5,RENT,45000,Verified,01-07-2009,Charged Off,NY,12.21%
3898,425787,502307,9000,D,D4,RENT,62000,Verified,01-07-2009,Fully Paid,CA,15.05%
3899,425898,502263,8000,B,B2,MORTGAGE,90730,Verified,01-07-2009,Fully Paid,AZ,11.26%
3900,425901,498285,20000,C,C5,RENT,82655,Verified,01-07-2009,Charged Off,VA,13.79%
3901,425906,502480,1500,A,A4,MORTGAGE,65000,Not Verified,01-07-2009,Fully Paid,AL,9.32%
3902,425921,502531,12000,C,C2,RENT,35004,Not Verified,01-07-2009,Charged Off,AZ,12.84%
3903,425935,502550,7000,A,A4,RENT,37000,Not Verified,01-07-2009,Fully Paid,FL,9.32%
3904,426031,502702,8000,D,D1,MORTGAGE,45000,Source Verified,01-07-2009,Fully Paid,KY,14.11%
3905,426037,502376,10000,B,B2,MORTGAGE,92000,Source Verified,01-07-2009,Fully Paid,GA,11.26%
3906,426042,502725,25000,D,D5,MORTGAGE,450000,Verified,01-07-2009,Fully Paid,IL,15.37%
3907,426065,502764,10000,D,D4,MORTGAGE,45000,Verified,01-07-2009,Charged Off,SC,15.05%
3908,426158,502913,6000,C,C1,MORTGAGE,41000,Not Verified,01-07-2009,Fully Paid,FL,12.53%
3909,426198,502989,10000,B,B5,RENT,92004,Verified,01-08-2009,Charged Off,MA,12.21%
3910,426215,503013,24000,C,C5,RENT,135000,Verified,01-07-2009,Fully Paid,CA,13.79%
3911,426237,448040,15000,C,C4,MORTGAGE,90301,Verified,01-07-2009,Fully Paid,MN,13.47%
3912,426329,503192,2700,C,C2,MORTGAGE,45000,Not Verified,01-07-2009,Fully Paid,FL,12.84%
3913,426331,503198,6000,F,F2,RENT,48000,Not Verified,01-07-2009,Fully Paid,FL,17.58%
3914,426375,503307,3000,C,C1,RENT,60000,Not Verified,01-07-2009,Fully Paid,WA,12.53%
3915,426386,503263,15000,F,F2,MORTGAGE,78000,Not Verified,01-08-2009,Fully Paid,PA,17.58%
3916,426389,503349,11000,A,A5,RENT,116000,Verified,01-08-2009,Fully Paid,MD,8.94%
3917,426395,503178,4800,B,B5,RENT,75000,Not Verified,01-07-2009,Fully Paid,CA,12.21%
3918,426414,503374,5000,A,A3,MORTGAGE,28000,Not Verified,01-07-2009,Fully Paid,FL,8.00%
3919,426500,503518,6000,A,A3,MORTGAGE,46000,Not Verified,01-07-2009,Fully Paid,FL,8.00%
3920,426526,503310,5000,E,E2,MORTGAGE,32400,Not Verified,01-08-2009,Charged Off,OH,16.00%
3921,426527,463633,8000,C,C3,RENT,16000,Not Verified,01-11-2009,Fully Paid,NJ,13.57%
3922,426544,503608,6500,B,B4,RENT,84000,Not Verified,01-07-2009,Fully Paid,CT,11.89%
3923,426591,503690,14000,A,A5,RENT,78000,Source Verified,01-07-2009,Fully Paid,NJ,9.63%
3924,426599,503703,3800,C,C3,MORTGAGE,45000,Not Verified,01-07-2009,Fully Paid,OK,13.16%
3925,426626,503756,10800,C,C3,RENT,45996,Not Verified,01-07-2009,Fully Paid,NY,13.16%
3926,426632,503755,1750,B,B1,RENT,17000,Not Verified,01-07-2009,Fully Paid,GA,10.95%
3927,426666,503821,3000,B,B1,MORTGAGE,58704,Source Verified,01-07-2009,Charged Off,IL,10.95%
3928,426673,503830,25000,E,E3,MORTGAGE,285000,Verified,01-07-2009,Fully Paid,OK,16.32%
3929,426749,503960,5000,A,A5,RENT,63500,Source Verified,01-07-2009,Fully Paid,GA,9.63%
3930,426770,503997,20000,B,B3,MORTGAGE,50004,Verified,01-07-2009,Fully Paid,LA,11.58%
3931,426795,504024,5600,A,A3,OWN,65000,Not Verified,01-07-2009,Fully Paid,FL,8.00%
3932,426832,504084,4000,C,C1,RENT,40000,Not Verified,01-07-2009,Fully Paid,CA,12.53%
3933,426837,504086,2500,D,D4,RENT,72000,Source Verified,01-07-2009,Fully Paid,MA,15.05%
3934,426845,496537,12000,A,A5,MORTGAGE,35000,Not Verified,01-07-2009,Fully Paid,AZ,9.63%
3935,426858,504130,10000,B,B4,RENT,90000,Verified,01-07-2009,Fully Paid,PA,11.89%
3936,426886,504178,8000,C,C2,MORTGAGE,42252,Not Verified,01-07-2009,Fully Paid,TX,12.84%
3937,426909,504217,11000,D,D1,RENT,69000,Verified,01-08-2009,Fully Paid,DC,14.61%
3938,426918,499814,16000,B,B4,RENT,94000,Verified,01-07-2009,Fully Paid,NJ,11.89%
3939,426963,504292,9000,B,B5,RENT,53664,Not Verified,01-07-2009,Fully Paid,MO,12.21%
3940,426978,504297,10000,B,B1,RENT,70000,Verified,01-08-2009,Fully Paid,WI,10.95%
3941,426985,503612,6000,C,C5,MORTGAGE,120000,Verified,01-07-2009,Fully Paid,IL,13.79%
3942,427030,504406,14000,B,B2,OWN,36000,Verified,01-07-2009,Fully Paid,MI,11.26%
3943,427035,504413,3600,A,A4,MORTGAGE,44000,Not Verified,01-07-2009,Fully Paid,VA,9.32%
3944,427048,504439,3500,A,A5,MORTGAGE,40000,Source Verified,01-07-2009,Fully Paid,CO,9.63%
3945,427063,504461,4000,D,D5,MORTGAGE,15000,Not Verified,01-07-2009,Fully Paid,CA,15.37%
3946,427067,504468,14500,C,C3,RENT,45000,Source Verified,01-07-2009,Fully Paid,FL,13.16%
3947,427070,504474,18000,B,B2,OTHER,66516,Not Verified,01-07-2009,Charged Off,NY,11.26%
3948,427109,504536,6000,A,A5,MORTGAGE,48500,Not Verified,01-01-2010,Fully Paid,NJ,7.88%
3949,427135,504596,4000,C,C2,OTHER,11389,Verified,01-07-2009,Fully Paid,TX,12.84%
3950,427265,504364,5000,D,D3,OWN,24000,Not Verified,01-07-2009,Fully Paid,NJ,14.74%
3951,427267,504768,4000,C,C1,MORTGAGE,66125,Verified,01-07-2009,Fully Paid,CA,12.53%
3952,427276,504779,13650,C,C4,MORTGAGE,54000,Verified,01-07-2009,Fully Paid,IL,13.47%
3953,427298,504819,6000,B,B1,RENT,23000,Source Verified,01-07-2009,Fully Paid,AZ,10.95%
3954,427315,504844,6000,B,B5,MORTGAGE,26400,Not Verified,01-07-2009,Charged Off,MD,12.21%
3955,427324,504840,20000,C,C5,MORTGAGE,120000,Verified,01-07-2009,Fully Paid,WA,13.79%
3956,427337,504879,7200,A,A5,MORTGAGE,87000,Verified,01-07-2009,Fully Paid,MD,9.63%
3957,427339,504863,3500,B,B5,MORTGAGE,40000,Not Verified,01-07-2009,Fully Paid,OK,12.21%
3958,427342,504890,7000,C,C1,RENT,50000,Not Verified,01-08-2009,Fully Paid,MN,12.87%
3959,427356,504901,10000,A,A5,RENT,50000,Not Verified,01-07-2009,Fully Paid,PA,9.63%
3960,427358,504633,4000,A,A3,MORTGAGE,68000,Verified,01-07-2009,Fully Paid,MI,8.00%
3961,427370,497295,6000,A,A4,MORTGAGE,95290,Not Verified,01-07-2009,Charged Off,CA,9.32%
3962,427415,504964,7000,F,F2,RENT,30000,Source Verified,01-07-2009,Fully Paid,WA,17.58%
3963,427548,505200,12000,C,C2,RENT,34000,Source Verified,01-07-2009,Fully Paid,TX,12.84%
3964,427567,504951,13500,B,B5,RENT,68000,Not Verified,01-07-2009,Fully Paid,CA,12.21%
3965,427619,505333,5875,D,D1,RENT,19200,Not Verified,01-07-2009,Fully Paid,IL,14.11%
3966,427621,451034,4500,A,A5,MORTGAGE,100000,Not Verified,01-08-2009,Fully Paid,IL,8.94%
3967,427662,505398,3500,A,A4,OTHER,48732,Not Verified,01-07-2009,Fully Paid,NV,9.32%
3968,427666,505402,6500,A,A3,MORTGAGE,123996,Verified,01-07-2009,Fully Paid,OR,8.00%
3969,427675,505020,6000,D,D2,RENT,48000,Source Verified,01-07-2009,Fully Paid,PA,14.42%
3970,427684,505430,3600,C,C4,MORTGAGE,15000,Not Verified,01-07-2009,Fully Paid,PA,13.47%
3971,427685,505427,7000,C,C5,MORTGAGE,72500,Not Verified,01-07-2009,Fully Paid,MN,13.79%
3972,427719,505510,9000,B,B5,RENT,100500,Verified,01-07-2009,Fully Paid,FL,12.21%
3973,427721,505513,8000,A,A4,MORTGAGE,30000,Not Verified,01-07-2009,Fully Paid,OH,9.32%
3974,427725,505518,6800,C,C1,MORTGAGE,65000,Verified,01-07-2009,Charged Off,LA,12.53%
3975,427746,505589,9900,B,B4,RENT,41303,Not Verified,01-08-2009,Fully Paid,FL,11.89%
3976,427755,500726,13200,C,C3,OWN,35000,Not Verified,01-02-2010,Fully Paid,FL,13.48%
3977,427765,505613,2650,B,B2,RENT,48000,Not Verified,01-07-2009,Fully Paid,WI,11.26%
3978,427779,505672,15000,B,B3,MORTGAGE,73000,Not Verified,01-07-2009,Fully Paid,CO,11.58%
3979,427810,502599,21000,F,F1,RENT,48000,Verified,01-07-2009,Fully Paid,CA,17.26%
3980,427814,505739,5000,A,A3,MORTGAGE,59196,Not Verified,01-07-2009,Fully Paid,TX,8.00%
3981,427860,505840,3200,A,A3,RENT,30000,Not Verified,01-07-2009,Fully Paid,CA,8.00%
3982,427875,505838,8000,C,C2,RENT,13000,Not Verified,01-07-2009,Charged Off,CA,12.84%
3983,427893,505887,4000,A,A2,RENT,50004,Not Verified,01-07-2009,Fully Paid,NJ,7.68%
3984,427918,505939,8000,B,B4,RENT,20000,Source Verified,01-07-2009,Fully Paid,CA,11.89%
3985,427928,505960,1800,B,B5,MORTGAGE,60000,Verified,01-07-2009,Fully Paid,CA,12.21%
3986,427979,506030,10000,C,C3,RENT,46000,Verified,01-07-2009,Charged Off,MA,13.16%
3987,427989,506052,8000,D,D2,RENT,54000,Source Verified,01-07-2009,Fully Paid,NY,14.42%
3988,428069,506199,9000,A,A5,RENT,85004,Verified,01-07-2009,Charged Off,CA,9.63%
3989,428080,506214,5000,D,D4,RENT,85000,Not Verified,01-07-2009,Fully Paid,PA,15.05%
3990,428085,506205,8500,B,B5,RENT,65000,Verified,01-07-2009,Fully Paid,MD,12.21%
3991,428096,506243,8000,C,C2,OWN,45000,Not Verified,01-07-2009,Fully Paid,PA,12.84%
3992,428105,506263,20000,E,E1,MORTGAGE,120000,Verified,01-07-2009,Fully Paid,TX,15.68%
3993,428121,506289,8400,C,C2,MORTGAGE,153000,Not Verified,01-07-2009,Fully Paid,CA,12.84%
3994,428172,506394,3000,A,A3,MORTGAGE,30000,Source Verified,01-08-2009,Fully Paid,UT,8.00%
3995,428175,506399,10500,C,C1,RENT,51504,Not Verified,01-07-2009,Fully Paid,TX,12.53%
3996,428179,496358,3500,D,D2,OTHER,27568,Not Verified,01-07-2009,Charged Off,CA,14.42%
3997,428226,506487,5000,B,B3,RENT,24000,Not Verified,01-02-2010,Fully Paid,CA,10.62%
3998,428231,506499,16000,B,B1,MORTGAGE,41004,Verified,01-07-2009,Fully Paid,MO,10.95%
3999,428292,506627,8000,B,B2,RENT,60000,Verified,01-07-2009,Fully Paid,NY,11.26%
4000,428300,506648,13000,B,B2,MORTGAGE,74004,Not Verified,01-07-2009,Fully Paid,PA,11.26%
4001,428308,506664,20000,B,B2,MORTGAGE,90000,Verified,01-07-2009,Fully Paid,MI,11.26%
4002,428321,506701,12000,A,A5,MORTGAGE,65000,Not Verified,01-07-2009,Charged Off,CT,9.63%
4003,428324,506710,14000,C,C2,RENT,145000,Verified,01-07-2009,Fully Paid,CA,12.84%
4004,428387,506847,4200,C,C2,OWN,27852,Not Verified,01-07-2009,Charged Off,PA,12.84%
4005,428433,506942,14000,E,E2,MORTGAGE,70000,Verified,01-08-2009,Fully Paid,VA,16.70%
4006,428451,506972,8500,C,C1,MORTGAGE,69383,Verified,01-07-2009,Fully Paid,MA,12.53%
4007,428460,507001,10000,A,A5,RENT,75000,Verified,01-07-2009,Fully Paid,NJ,9.63%
4008,428462,507009,17000,C,C2,MORTGAGE,26000,Verified,01-07-2009,Charged Off,OH,12.84%
4009,428469,507023,5900,A,A4,RENT,58000,Not Verified,01-07-2009,Fully Paid,IL,9.32%
4010,428482,507052,12000,D,D5,RENT,55000,Verified,01-07-2009,Fully Paid,WA,15.37%
4011,428528,507142,6000,D,D3,RENT,18996,Verified,01-07-2009,Fully Paid,CA,14.74%
4012,428529,507133,15000,B,B3,RENT,122000,Verified,01-07-2009,Fully Paid,FL,11.58%
4013,428601,507319,14000,E,E1,MORTGAGE,117000,Verified,01-07-2009,Fully Paid,LA,15.68%
4014,428646,381438,10650,B,B3,MORTGAGE,55000,Not Verified,01-07-2009,Fully Paid,SC,11.58%
4015,428673,507470,7000,C,C1,MORTGAGE,60000,Not Verified,01-07-2009,Fully Paid,NJ,12.53%
4016,428763,507639,5000,A,A2,RENT,35880,Not Verified,01-08-2009,Fully Paid,NY,7.68%
4017,428806,507713,15000,D,D3,OTHER,65000,Source Verified,01-07-2009,Fully Paid,NY,14.74%
4018,428839,507773,21000,C,C3,MORTGAGE,130000,Verified,01-07-2009,Fully Paid,IL,13.16%
4019,428879,507842,7500,C,C4,OWN,47900,Source Verified,01-07-2009,Fully Paid,CO,13.47%
4020,428880,507853,1400,C,C2,OWN,4888,Not Verified,01-07-2009,Fully Paid,DC,12.84%
4021,428884,507076,4000,C,C3,MORTGAGE,30000,Not Verified,01-07-2009,Fully Paid,MI,13.16%
4022,428885,507857,10000,C,C3,RENT,85000,Verified,01-07-2009,Fully Paid,FL,13.16%
4023,428899,507889,18000,C,C1,RENT,102000,Verified,01-07-2009,Fully Paid,CA,12.53%
4024,428954,507977,8000,B,B5,RENT,36903,Verified,01-07-2009,Fully Paid,GA,12.21%
4025,428982,508041,6000,C,C3,MORTGAGE,30000,Verified,01-08-2009,Fully Paid,CT,13.57%
4026,428987,508051,12000,B,B5,RENT,51996,Not Verified,01-07-2009,Fully Paid,NJ,12.21%
4027,429003,508074,9000,A,A5,MORTGAGE,43500,Verified,01-07-2009,Fully Paid,MD,9.63%
4028,429010,508090,11000,C,C3,RENT,54996,Verified,01-07-2009,Fully Paid,CA,13.16%
4029,429085,508193,7500,D,D5,RENT,45000,Not Verified,01-07-2009,Fully Paid,CA,15.37%
4030,429090,508222,8000,B,B4,RENT,47000,Not Verified,01-08-2009,Fully Paid,CA,12.18%
4031,429097,508243,4800,A,A4,MORTGAGE,79000,Verified,01-07-2009,Fully Paid,CO,9.32%
4032,429126,508289,16750,G,G5,RENT,60000,Verified,01-07-2009,Charged Off,CA,20.11%
4033,429147,508325,11500,C,C5,RENT,42000,Source Verified,01-07-2009,Fully Paid,PA,13.79%
4034,429159,508340,12000,B,B2,RENT,45000,Not Verified,01-07-2009,Fully Paid,NJ,11.26%
4035,429170,508356,10000,B,B1,RENT,50000,Not Verified,01-07-2009,Fully Paid,FL,10.95%
4036,429209,508408,9600,D,D1,RENT,90000,Verified,01-08-2009,Fully Paid,MA,14.11%
4037,429223,508425,7000,B,B2,MORTGAGE,59147,Source Verified,01-07-2009,Fully Paid,FL,11.26%
4038,429228,508436,7000,A,A5,RENT,50000,Verified,01-07-2009,Fully Paid,CT,9.63%
4039,429234,508452,11400,A,A5,MORTGAGE,137000,Not Verified,01-07-2009,Fully Paid,MI,9.63%
4040,429255,508500,10000,B,B1,RENT,50000,Verified,01-07-2009,Fully Paid,GA,10.95%
4041,429277,508556,9000,D,D4,MORTGAGE,62256,Verified,01-07-2009,Fully Paid,MN,15.05%
4042,429285,508574,20000,D,D3,MORTGAGE,163000,Verified,01-07-2009,Fully Paid,VA,14.74%
4043,429311,508612,12000,D,D3,RENT,73558,Verified,01-08-2009,Fully Paid,CA,15.31%
4044,429313,508617,9600,B,B1,MORTGAGE,154008,Not Verified,01-07-2009,Fully Paid,AL,10.95%
4045,429315,508613,10000,E,E2,RENT,85000,Verified,01-07-2009,Fully Paid,NJ,16.00%
4046,429324,508634,5500,B,B4,RENT,43000,Not Verified,01-07-2009,Fully Paid,MA,11.89%
4047,429330,508648,11000,A,A5,RENT,51000,Verified,01-08-2009,Fully Paid,CA,9.63%
4048,429344,508670,13000,B,B2,MORTGAGE,87000,Verified,01-07-2009,Fully Paid,CA,11.26%
4049,429347,508681,23600,B,B4,RENT,54996,Verified,01-07-2009,Fully Paid,LA,11.89%
4050,429357,508677,8000,B,B4,RENT,40000,Not Verified,01-07-2009,Fully Paid,KS,11.89%
4051,429363,508690,4500,A,A2,RENT,86854,Verified,01-08-2009,Fully Paid,CA,7.40%
4052,429374,508695,15000,B,B4,MORTGAGE,72400,Verified,01-07-2009,Fully Paid,CA,11.89%
4053,429404,508761,5300,B,B1,MORTGAGE,100000,Not Verified,01-10-2009,Fully Paid,UT,11.14%
4054,429466,508853,15000,A,A5,MORTGAGE,53004,Not Verified,01-07-2009,Fully Paid,IL,9.63%
4055,429510,501887,13000,D,D1,MORTGAGE,66000,Verified,01-07-2009,Fully Paid,TX,14.11%
4056,429512,506620,13000,C,C3,RENT,50000,Not Verified,01-07-2009,Fully Paid,CA,13.16%
4057,429515,508924,17600,C,C1,MORTGAGE,63300,Source Verified,01-07-2009,Fully Paid,MO,12.53%
4058,429535,508965,10400,C,C3,MORTGAGE,85000,Source Verified,01-08-2009,Fully Paid,CA,13.16%
4059,429543,508977,1500,A,A4,RENT,49788,Not Verified,01-07-2009,Fully Paid,LA,9.32%
4060,429555,508988,25000,F,F5,MORTGAGE,120000,Verified,01-07-2009,Fully Paid,OH,18.53%
4061,429572,509014,12000,C,C3,RENT,74500,Not Verified,01-08-2009,Charged Off,IL,13.16%
4062,429574,500910,15000,C,C3,MORTGAGE,150000,Source Verified,01-08-2009,Fully Paid,CO,13.16%
4063,429586,509041,9300,B,B3,MORTGAGE,90000,Verified,01-08-2009,Fully Paid,NJ,11.83%
4064,429601,509068,13500,B,B3,RENT,51252,Not Verified,01-07-2009,Fully Paid,NY,11.58%
4065,429605,509075,20000,B,B4,RENT,72000,Verified,01-08-2009,Fully Paid,CT,11.89%
4066,429622,509114,15000,E,E3,MORTGAGE,110000,Verified,01-08-2009,Fully Paid,WA,16.32%
4067,429634,509131,5000,C,C1,RENT,32000,Verified,01-08-2009,Fully Paid,SC,12.53%
4068,429637,509138,5000,C,C5,OWN,50004,Not Verified,01-08-2009,Fully Paid,NY,14.26%
4069,429638,509125,9900,B,B1,RENT,39000,Verified,01-07-2009,Fully Paid,NY,10.95%
4070,429669,509187,4000,D,D1,RENT,69996,Not Verified,01-08-2009,Fully Paid,NJ,14.11%
4071,429686,509201,6000,B,B4,RENT,48000,Not Verified,01-08-2009,Fully Paid,NY,11.89%
4072,429696,509235,14800,F,F5,MORTGAGE,60000,Verified,01-08-2009,Charged Off,FL,18.53%
4073,429700,509248,6000,B,B1,MORTGAGE,68004,Verified,01-08-2009,Fully Paid,NM,10.95%
4074,429701,509245,5000,D,D5,OWN,65000,Verified,01-07-2009,Fully Paid,NY,15.37%
4075,429733,509289,15850,B,B1,OTHER,78411,Verified,01-08-2009,Charged Off,CA,11.14%
4076,429748,509313,3000,D,D4,MORTGAGE,50000,Not Verified,01-07-2009,Fully Paid,FL,15.05%
4077,429749,509308,10000,B,B5,MORTGAGE,38000,Verified,01-08-2009,Fully Paid,NV,12.21%
4078,429770,509342,10000,C,C1,RENT,71020,Verified,01-08-2009,Fully Paid,FL,12.53%
4079,429779,509354,10000,E,E5,RENT,51000,Verified,01-08-2009,Fully Paid,OH,16.95%
4080,429795,509387,20000,E,E2,RENT,75996,Verified,01-08-2009,Fully Paid,MD,16.00%
4081,429806,509408,12000,B,B5,RENT,104000,Verified,01-08-2009,Fully Paid,CT,12.21%
4082,429807,509412,3500,A,A1,MORTGAGE,44496,Not Verified,01-07-2009,Fully Paid,PA,7.37%
4083,429812,374260,14000,A,A5,RENT,69575,Verified,01-07-2009,Fully Paid,PA,9.63%
4084,429886,509503,5000,B,B1,OTHER,70000,Not Verified,01-08-2009,Fully Paid,TX,11.14%
4085,429897,509522,8500,C,C1,RENT,25000,Verified,01-08-2009,Fully Paid,PA,12.53%
4086,429906,509535,17000,B,B3,MORTGAGE,67642,Not Verified,01-08-2009,Fully Paid,IL,11.58%
4087,429971,509649,14400,A,A4,MORTGAGE,82500,Verified,01-07-2009,Fully Paid,DC,9.32%
4088,429994,509662,3500,A,A2,MORTGAGE,58000,Not Verified,01-07-2009,Fully Paid,PA,7.68%
4089,429999,509691,13000,B,B3,RENT,69996,Verified,01-07-2009,Fully Paid,MA,11.58%
4090,430011,509699,8000,C,C2,MORTGAGE,30000,Not Verified,01-08-2009,Fully Paid,NV,12.84%
4091,430012,509698,21600,B,B2,RENT,90000,Verified,01-08-2009,Charged Off,CA,11.26%
4092,430019,509713,2000,C,C4,RENT,25500,Source Verified,01-07-2009,Fully Paid,AZ,13.47%
4093,430026,509727,1000,B,B1,MORTGAGE,32198,Verified,01-07-2009,Fully Paid,KS,10.95%
4094,430027,509717,5550,D,D1,MORTGAGE,50000,Not Verified,01-07-2009,Fully Paid,CA,14.11%
4095,430033,509739,12800,B,B3,RENT,44640,Verified,01-08-2009,Fully Paid,SC,11.83%
4096,430078,393531,9925,B,B2,MORTGAGE,45000,Verified,01-09-2009,Fully Paid,NJ,11.48%
4097,430091,509872,10800,C,C2,MORTGAGE,48000,Verified,01-08-2009,Fully Paid,MD,12.84%
4098,430098,509880,1250,C,C3,RENT,14400,Not Verified,01-07-2009,Charged Off,OH,13.16%
4099,430139,509946,10000,A,A3,OWN,90000,Not Verified,01-07-2009,Fully Paid,LA,8.00%
4100,430156,509975,10000,A,A3,MORTGAGE,83000,Verified,01-07-2009,Fully Paid,CA,8.00%
4101,430204,510064,11000,A,A4,MORTGAGE,105000,Not Verified,01-07-2009,Fully Paid,MI,9.32%
